oldPCode;PName1;PName2;PName3;PName4;TypeCode;Type;Source;checked;longitude;latitude;REGION_PCO;REGION_NOM;PREF_PCODE;PREF_NOM;SPREF_PCOD;SPREF_NOM;COM_PCODE;COM_NOM;Village_PC;Status;CLASS;DESCRIPTIO;CNTRY_NAME;ADM1_NAME;ADM2_NAME;ADM3_NAME;RowcaCode1;RowcaCode2;RowcaCode3;RowcaCode4
NM4;Abba;Abba-Centre;0,000000;0,000000;2,000000;Chef lieu de Sous PrÚfecture;SIGCAF;ok;15,179901;5,325090;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410001;0,000000;3,000000;Capital of Sub-prefecture;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010001
SIGCAF1581;Abbo Bogaki;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,310861;5,370185;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410002;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010002
SIGCAF1566;Abbo Bougrma;Abba Bougrima;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,939763;5,477976;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410003;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010003
SIGCAF1547;Babaza 1;Aiba-Bangbassa;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,933058;5,165305;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410004;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010004
SIGCAF1553;Bondjo-Kombo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,079951;5,189012;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410005;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010005
SIGCAF1556;Boun;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,166736;5,290846;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410006;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010006
SIGCAF1558;Camp-Dolliac;Camp Dullac;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,112061;5,349865;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410007;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010007
SIGCAF1578;Gbading;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,241263;5,403474;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410008;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010008
SIGCAF1559;Gbagaza;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,096651;5,376155;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410009;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010009
SIGCAF1546;Gboula;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,870005;5,174044;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410010;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010010
SIGCAF1571;Gobolo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,188825;5,431493;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410011;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010011
SIGCAF1548;Kamana;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,930544;5,174396;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410012;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010012
SIGCAF1577;Koe;Koe;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,183228;5,530190;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410013;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010013
SIGCAF1544;Kpetene;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,047933;5,093845;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410014;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010014
SIGCAF1560;Kpetene;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,077757;5,395067;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410015;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010015
SIGCAF1550;Lago-Gbaninga;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,956615;5,194865;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410016;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010016
SIGCAF1552;Lamy-Pong;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,037181;5,189874;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410017;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010017
SIGCAF1561;Marigot;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,074146;5,400072;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410018;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010018
SIGCAF1580;Mere-Bodetoro;Mere Boudoytoro;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,305889;5,378333;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410019;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010019
SIGCAF1570;Merre 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,215623;5,401183;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410020;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010020
SIGCAF1551;Nagbagbo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,015582;5,217143;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410021;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010021
SIGCAF1573;Ndiba 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,183885;5,476420;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410022;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010022
SIGCAF1575;Ndiba 4;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,189580;5,493628;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410023;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010023
SIGCAF1574;Ndiba Haoussa;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,185574;5,490305;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410024;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010024
SIGCAF1576;Ndiba-Mole;Ndiba Molle;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,184550;5,494964;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410025;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010025
SIGCAF1564;Ndoke;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,005515;5,482238;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410026;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010026
SIGCAF2352~0;Ngbafio 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,411285;5,310668;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410027;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010027
SIGCAF1543;Noubewina;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,051974;5,084969;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410028;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010028
SIGCAF1579;Oui-Maye;Oui-Maye;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,243030;5,410086;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410029;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010029
SIGCAF1545;Sagani;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,864932;5,192228;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410030;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010030
SIGCAF1572;Samare;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,189800;5,437468;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410031;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010031
SIGCAF1567;Tikiri;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,898543;5,503726;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410032;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010032
SIGCAF1549;Tongbe-Wina;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,932228;5,182068;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410033;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010033
SIGCAF1565;Toumba-Nzara;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;14,984839;5,476264;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410034;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010034
SIGCAF1569;Yakoe;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,206273;5,378164;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410035;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010035
SIGCAF1555;Zabo-Mambe;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,155347;5,251044;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410036;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010036
SIGCAF1554;Zabo-Wiya;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,143299;5,237164;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410037;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010037
SIGCAF1562;Zara-Kombo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;15,037367;5,469878;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410038;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010038
;Abba-Centre;;0,000000;0,000000;3,000000;Village;WRI;ok;15,142954;5,333372;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410039;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010039
SIGCAF1563;Mbartoua Ndenga;Mbartoua-Ndenga;0,000000;0,000000;3,000000;Village;WRI;ok;15,057216;5,446573;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410040;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010040
;Mere Boudoy;;0,000000;0,000000;3,000000;Village;WRI;ok;15,306576;5,373968;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410041;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010041
;Ndiba Mol;;0,000000;0,000000;3,000000;Village;WRI;ok;15,191018;5,461699;2,000000;Equateur;22,000000;Nana-Mambere;224,000000;Abba;2241,000000;Abba;22410042;0,000000;0,000000;Village;CAF;Nana-Mambere;Abba;Abba;CAF022;CAF022004;CAF022004001;CAF0220040010042
BK3;Alindao;;0,000000;0,000000;2,000000;Chef lieu de Sous PrÚfecture;SIGCAF;ok;21,214987;5,042049;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6121,000000;Alindao;61210001;0,000000;3,000000;Capital of Sub-prefecture;CAF;Basse-Kotto;Alindao;Alindao;CAF061;CAF061002;CAF061002001;CAF0610020010001
SIGCAF4891;Gbarandou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,190802;5,064779;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6121,000000;Alindao;61210002;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Alindao;CAF061;CAF061002;CAF061002001;CAF0610020010002
SIGCAF4889~1;Lagui 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,198618;5,056893;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6121,000000;Alindao;61210003;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Alindao;CAF061;CAF061002;CAF061002001;CAF0610020010003
SIGCAF4890~1;Ngouroundjou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,191608;5,055187;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6121,000000;Alindao;61210004;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Alindao;CAF061;CAF061002;CAF061002001;CAF0610020010004
SIGCAF3459~0;Agoubissi;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,406056;5,043416;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420001;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020001
SIGCAF3370~0;Arabe;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,187782;5,276770;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420002;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020002
SIGCAF3367~0;Banda Ekao;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,182786;5,273807;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420003;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020003
SIGCAF3383~0;Banga;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,150992;5,337581;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420004;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020004
SIGCAF3420~0;Banga 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,081620;5,092624;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420005;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020005
SIGCAF3366~0;Bangao;Bangao 1;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,178450;5,271880;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420006;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020006
SIGCAF3369~0;Bangao 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,189444;5,271458;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420007;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020007
SIGCAF3365~0;Bangao 3;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,181030;5,271802;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420008;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020008
SIGCAF3368~0;Bangao 4;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,181718;5,277127;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420009;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020009
SIGCAF3388~0;Bangba;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,138908;5,385406;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420010;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020010
SIGCAF3363~0;Bangba-Kandjia;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,184422;5,266362;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420011;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020011
SIGCAF3431~0;Bolo 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,231280;5,165361;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420012;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020012
SIGCAF3432~0;Bolo 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,243134;5,159830;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420013;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020013
SIGCAF3348~0;Bombala 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,185168;5,221091;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420014;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020014
SIGCAF3349~0;Bombala 3;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,185348;5,223936;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420015;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020015
SIGCAF3438~0;Borola 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,311878;5,148297;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420016;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020016
SIGCAF3374~0;Boroto;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,162294;5,309202;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420017;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020017
SIGCAF3463~0;Botcho;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,426748;5,018743;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420018;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020018
SIGCAF3361~0;Bouasse;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,193228;5,258519;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420019;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020019
SIGCAF3355~0;Bouasse 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,191852;5,243053;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420020;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020020
SIGCAF3354~0;Bouba;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,182748;5,236032;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420021;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020021
SIGCAF3450~0;Bouda;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,414588;5,108657;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420022;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020022
SIGCAF3350~0;Boumbala;Bombala 1;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,184108;5,226040;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420023;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020023
SIGCAF3345~0;Bounga;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,197070;5,199916;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420024;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020024
SIGCAF3382~0;Boungba 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,149800;5,329410;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420025;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020025
SIGCAF3387~0;Boungba 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,140458;5,382433;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420026;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020026
SIGCAF3451~0;Bouroumou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,411378;5,100817;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420027;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020027
SIGCAF3449~0;Bouyidou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,411142;5,117089;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420028;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020028
SIGCAF3437~0;Brola 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,298448;5,142406;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420029;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020029
SIGCAF3448~0;Dala;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,409766;5,121611;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420030;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020030
SIGCAF3380~0;Danga;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,157278;5,320826;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420031;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020031
SIGCAF3460~0;Dekongo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,411378;5,029467;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420032;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020032
SIGCAF3454~0;Dourougou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,403000;5,082060;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420033;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020033
SIGCAF3425~0;Gbada;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,059254;5,067707;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420034;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020034
SIGCAF3401~0;Gbada 3;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;20,197748;5,344621;4,000000;Kagas;43,000000;Ouaka;434,000000;Kouango;4342,000000;Azengue-Mindou;43420035;0,000000;0,000000;Village;CAF;Ouaka;Kouango;Azengue-Mindou;CAF043;CAF043004;CAF043004002;CAF0430040020035
