oldPCode;PName1;PName2;PName3;PName4;TypeCode;Type;Source;checked;longitude;latitude;REGION_PCO;REGION_NOM;PREF_PCODE;PREF_NOM;SPREF_PCOD;SPREF_NOM;COM_PCODE;COM_NOM;Village_PC;Status;CLASS;DESCRIPTIO;CNTRY_NAME;ADM1_NAME;ADM2_NAME;ADM3_NAME;RowcaCode1;RowcaCode2;RowcaCode3;RowcaCode4
SIGCAF4831~1;Gbakouli;Gbakouli 1;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,215360;4,827087;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240018;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040018
SIGCAF4832~1;Gbakouli 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,212524;4,823855;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240019;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040019
SIGCAF4830~1;Gbaloba;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,220020;4,835417;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240020;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040020
SIGCAF4835~1;Gbeloba 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,194970;4,815226;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240021;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040021
SIGCAF4834~1;Gbeloba 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,201502;4,815965;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240022;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040022
SIGCAF4838~1;Gbeloba 3;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,170546;4,795016;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240023;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040023
SIGCAF4814~1;Gbouda;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,340626;4,868019;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240024;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040024
SIGCAF4815~1;Gboula;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,335864;4,869927;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240025;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040025
SIGCAF4851;Gboulouvou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,089164;4,738790;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240026;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040026
SIGCAF4842~1;Gopala 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,155428;4,788184;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240027;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040027
SIGCAF4843~1;Gopala 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,151206;4,785428;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240028;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040028
SIGCAF4822~1;Gouada;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,253908;4,861241;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240029;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040029
SIGCAF4863;Gouada 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,208928;4,945496;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240030;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040030
SIGCAF4799;Gouma 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,344616;4,726527;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240031;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040031
SIGCAF4797;Gouma 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,327028;4,708907;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240032;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040032
SIGCAF4798;Gouma 3;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,334008;4,711845;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240033;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040033
SIGCAF4861;Goumounou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,225324;4,927605;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240034;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040034
SIGCAF4868;Kabou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,206504;4,967297;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240035;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040035
SIGCAF4812~1;Karayou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,342792;4,858697;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240036;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040036
SIGCAF4792~1;Kologbo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,284440;4,684340;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240037;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040037
SIGCAF4804;Kongbo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,364640;4,772754;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240038;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040038
SIGCAF4836;Kpadou 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,179544;4,805873;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240039;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040039
SIGCAF4837~1;Kpadou 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,179732;4,800373;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240040;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040040
SIGCAF4803;Kpakpa;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,361800;4,768181;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240041;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040041
SIGCAF4816~1;Kpanga 4;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,333108;4,876218;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240042;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040042
SIGCAF4867;Lao;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,207336;4,953343;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240043;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040043
SIGCAF4809~1;Likou 1;Ikou 1;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,343672;4,826021;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240044;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040044
SIGCAF4805;Likou 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,352974;4,785847;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240045;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040045
SIGCAF4808;Mission Elim;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,341902;4,816602;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240046;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040046
SIGCAF4864;Ndihou;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,208782;4,950279;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240047;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040047
SIGCAF4796;Ngbada;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,318718;4,708595;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240048;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040048
SIGCAF4865~1;Ngbadja;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,208648;4,951295;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240049;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040049
SIGCAF4800;Ngbanda;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,350158;4,736250;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240050;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040050
SIGCAF4857;Ngbandrou 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,051106;4,725673;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240051;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040051
SIGCAF4839~1;Ngbengba;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,163342;4,793463;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240052;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040052
SIGCAF4829~1;Ngbidjou 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,222316;4,843407;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240053;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040053
SIGCAF4855;Ngbindjou 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,070060;4,730567;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240054;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040054
SIGCAF4813~1;Ngonda;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,343128;4,861958;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240055;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040055
SIGCAF4871~1;Ngoto;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,210006;4,981952;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240056;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040056
SIGCAF4844~1;Ngouakanda;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,128088;4,774495;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240057;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040057
SIGCAF4823~1;Ngoula;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,247804;4,863255;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240058;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040058
SIGCAF4806;Ouama;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,347508;4,798220;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240059;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040059
SIGCAF4807;Ouatou;Ouato;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,343584;4,808016;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240060;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040060
SIGCAF4819~1;Pada 1;Padda 1;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,327532;4,857249;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240061;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040061
SIGCAF4820~1;Padda;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,336466;4,857081;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240062;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040062
SIGCAF4802;Selanga;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,365986;4,767193;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240063;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040063
SIGCAF4841~1;Sinda;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,159390;4,795169;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240064;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040064
SIGCAF4826~1;Singoto;Singoto 1;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,236452;4,854184;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240065;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040065
SIGCAF4827~1;Singoto 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,230656;4,851393;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240066;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040066
SIGCAF4833~1;Singoto 3;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,205914;4,820318;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240067;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040067
SIGCAF4825~1;Tao 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,233876;4,858812;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240068;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040068
SIGCAF4860;Tao 2;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,227506;4,923068;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240069;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040069
SIGCAF4818~1;Togbo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,331010;4,891989;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240070;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040070
SIGCAF4795;Vougamou;Vougama;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,304010;4,700125;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240071;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040071
SIGCAF4869~1;Voula;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,203650;4,971507;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240072;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040072
SIGCAF4859;Wangba;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,230336;4,918187;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240073;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040073
SIGCAF4811~1;Yota;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,343096;4,840347;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240074;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040074
SIGCAF4821~1;Zarawa;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,311282;4,857598;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240075;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040075
SIGCAF4793~1;Zere;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,287464;4,688221;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240076;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040076
;Dehou;;0,000000;0,000000;3,000000;Village;WRI;ok;21,364104;4,769991;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240077;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040077
;Gongo;;0,000000;0,000000;3,000000;Village;WRI;ok;21,340654;4,858477;6,000000;Haut-Oubangui;61,000000;Basse-Kotto;612,000000;Alindao;6124,000000;Bakou;61240078;0,000000;0,000000;Village;CAF;Basse-Kotto;Alindao;Bakou;CAF061;CAF061002;CAF061002004;CAF0610020040078
MB5;Bakouma;;0,000000;0,000000;2,000000;Chef lieu de Sous PrÚfecture;SIGCAF;ok;22,781732;5,701929;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510001;0,000000;3,000000;Capital of Sub-prefecture;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010001
SIGCAF5989;Badounali;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,781238;5,694064;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510002;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010002
SIGCAF5975;Bakelessapo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,848556;5,291371;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510003;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010003
SIGCAF5985;Bakouma;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,784156;5,701727;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510004;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010004
SIGCAF5976;Balinguini;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,800540;5,396809;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510005;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010005
SIGCAF5971;Banabongo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,772382;5,091920;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510006;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010006
SIGCAF5965;Bangassou-Weigbo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,407764;5,075848;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510007;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010007
SIGCAF5962;Bayele;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,429630;5,062115;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510008;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010008
SIGCAF5313;Chantier Gbake;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,031836;5,590001;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510009;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010009
SIGCAF5968;Dongola;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,761060;5,003880;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510010;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010010
SIGCAF5990;Fadama;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,758390;5,723679;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510011;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010011
SIGCAF5305;Gbongo 1;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;21,923972;5,474064;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510012;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010012
SIGCAF6000;Idjama;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,191874;5,891887;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510013;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010013
SIGCAF5993;Kaoussa;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,468558;5,772701;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510014;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010014
SIGCAF5977;Kitika;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;23,100614;5,176225;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510015;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010015
SIGCAF5969;Konakini;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,757196;5,025616;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510016;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010016
SIGCAF5970;Kpingo;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,772102;5,077440;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510017;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010017
SIGCAF5967;Labassondake;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,756840;4,989455;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510018;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010018
SIGCAF5963;Layangba;;0,000000;0,000000;3,000000;Village;SIGCAF;ok;22,412494;5,065033;6,000000;Haut-Oubangui;62,000000;Mbomou;625,000000;Bakouma;6251,000000;Bakouma;62510019;0,000000;0,000000;Village;CAF;Mbomou;Bakouma;Bakouma;CAF062;CAF062005;CAF062005001;CAF0620050010019
